page,country,rev_id,prediction
Jean-Léonard Touadi,Italy,757345079,Stub
Jo Benkow,Norway,757345126,Start
Lia Quartapelle,Italy,757345258,Start
Johanne Gaup,Norway,757345287,Stub
Johanne Samueline Pedersen,Norway,757345296,Stub
Renate Adolph,Germany,757345360,Stub
Harald Petzold,Germany,757345382,Stub
Klara Amalie Skoglund,Norway,757345898,Stub
Kristin Krohn Devold,Norway,757346023,Start
Kristine Rusten,Norway,757346027,Stub
Laila Kaland,Norway,757346094,Stub
Liv Andersen,Norway,757346194,Stub
Liv Marit Moland,Norway,757346195,Stub
Liv Stubberud,Norway,757346197,Stub
Liv Tomter,Norway,757346200,Stub
Lulla Einrid Fossland,Norway,757346207,Stub
Yen Chiu-lai,Taiwan,757353921,Start
Fatos Beja,Albania,757354231,Stub
Fatos Hoxha,Albania,757354413,Stub
Magnhild Hagelia,Norway,757357450,Stub
Margit Schiøtt,Norway,757357482,Stub
Margit Tøsdal,Norway,757357483,Stub
Margith Johanne Munkebye,Norway,757357485,Stub
Marie Skau,Norway,757357519,Stub
Martha Frederikke Johannessen,Norway,757357562,Stub
Ola T. Lånke,Norway,757357811,Stub
Ola Teigen,Norway,757357813,Stub
Olav Totland,Norway,757357942,Stub
Per A. Utsi,Norway,757358231,Stub
Sigrid Utkilen,Norway,757358469,Stub
Snefrid Eriksmoen,Norway,757358540,Stub
Sunniva Hakestad Møller,Norway,757358592,Stub
Torny Pedersen,Norway,757358922,Stub
Tove Pihl,Norway,757358941,Stub
Gian Carlo Capicchioni,San Marino,757363580,Stub
Ola Skaalvik Elvevold,Norway,757366342,Stub
Ingeborg Gjærum,Norway,757368206,Stub
Teruki Gotō,Japan,757368368,Stub
Fanny Jean Turing,United Kingdom,757371151,Stub
Fazal Shah,Pakistan,757371254,Stub
Heinrich Escher,Switzerland,757387513,Stub
Yowabu Magada Kawaluuko,Uganda,757388522,Start
Samuel McConnell Brown,Australia,757389096,Start
Shirley Kuo,Taiwan,757402450,Stub
Ali Bakhtiar,Iran,757423476,Stub
Matilde Hidalgo,Ecuador,757425713,Start
Nela Martínez,Ecuador,757426300,Start
Doménica Tabacchi,Ecuador,757426595,Stub
Anne-Marie Goumba,Central African Republic,757427361,Start
Hargovind Pant,India,757432747,Stub
Juan Carlos Esguerra Portocarrero,Colombia,757432982,Stub
Álvaro Gómez Hurtado,Colombia,757432983,Start
Ron Boswell,Australia,757433056,Start
Jocelyn Newman,Australia,757433215,Start
Glen Sheil,Australia,757433253,Start
Juan Navarro-Reverter,Spain,757443215,Stub
"Emilio Alcalá-Galiano, 4th Count of Casa Valencia",Spain,757443912,Stub
"Fernando Calderón de la Barca, 1st Marquis of Reinosa",Spain,757443935,Stub
Servando Ruiz-Gómez y González-Llanos,Spain,757443957,Stub
Francisco Bergamín y García,Spain,757444106,Stub
Laureano López Rodó,Spain,757444324,Stub
Pedro Cortina y Mauri,Spain,757444349,Start
Antonio de los Ríos Rosas,Spain,757444464,Stub
Margarita Mbywangi,Paraguay,757446592,Stub
William Grounds,New Zealand,757449545,Stub
Osman Bölükbaşı,Turkey,757454782,B
Anne Valen Hestetun,Norway,757460447,Stub
Gbolahan Olusegun Yishawu,Nigeria,757463566,Stub
Alice Amafo,Suriname,757468443,Start
Marie Levens,Suriname,757468556,Start
Jennifer Simons,Suriname,757468618,Start
Esmeralda Arboleda Cadavid,Colombia,757470865,Start
María Consuelo Araújo,Colombia,757471089,Stub
Mike Elliott (politician),Australia,757478680,Stub
Liang Ji,China,757490600,B
Nathanael Chalmers,New Zealand,757498163,Stub
Zillah Smith Gill,New Zealand,757498847,Stub
Thomas Allan Napier Corson,New Zealand,757499028,Stub
Chiu Kwok-chun,New Zealand,757499193,Stub
Viva Donaldson,New Zealand,757499359,Stub
Frances May Don,New Zealand,757499412,Stub
Rowland Robert Teape Davis,New Zealand,757499471,Stub
May Edith Evelyn Furey,New Zealand,757499572,Stub
Fernando Bribiesca Sahagún,Mexico,757499988,Stub
William Bernard McIlveney,New Zealand,757500248,Stub
Mary Ann Recknall McCarthy,New Zealand,757500280,Stub
Tui Alfreda Mayo,New Zealand,757500310,Stub
Joseph Masters,New Zealand,757500416,Stub
Albin Martin,New Zealand,757500444,Stub
Rehutai Maihi,New Zealand,757500543,Stub
Robert Reyburn,New Zealand,757500658,Stub
Henry Stokes Tiffen,New Zealand,757500838,Stub
Fernando Londoño,Colombia,757504187,Start
Fernando Lorenzo,Uruguay,757504249,Stub
Fernando Matthei,Chile,757504872,C
Roman Semenukha,Ukraine,757515512,Stub
Serhiy Kiral,Ukraine,757515575,Stub
Mykhailo Burmystenko,Ukraine,757537926,Start
Andriy Ivanov,Russia,757537932,Start
Demyan Korotchenko,Ukraine,757537944,Start
Leonid Korniyets,Ukraine,757537950,Start
Moisei Rafes,Lithuania,757537980,Start
Oleksander Shulhyn,Ukraine,757538031,Start
Nikifor Kalchenko,Ukraine,757538089,Stub
Alessia Morani,Italy,757538602,Stub
Habibullah Qaderi,Afghanistan,757538650,Stub
Donatella Albano,Italy,757538699,Stub
Maria Rita Lorenzetti,Italy,757538816,Stub
Sabine Jünger,Germany,757538903,Stub
Silvana Amati,Italy,757538918,Stub
Özlem Türköne,Turkey,757538961,Start
Ane Sofie Tømmerås,Norway,757539221,Stub
Anita Apelthun Sæle,Norway,757539224,Start
Anne Brit Stråtveit,Norway,757539225,Stub
Anne Helen Rui,Norway,757539227,Stub
Anne-Lise Steinbach,Norway,757539231,Stub
Astrid Marie Nistad,Norway,757539234,Stub
Aud Blattmann,Norway,757539236,Stub
Aud Gaundal,Norway,757539237,Stub
Berit Brørby,Norway,757539241,Stub
Brit Hoel,Norway,757539243,Stub
Brita Borge,Norway,757539244,Stub
Britt Harkestad,Norway,757539247,Stub
Britt Hildeng,Norway,757539249,Stub
Dagrun Eriksen,Norway,757539251,Start
Eirin Faldet,Norway,757539252,Stub
Eli Kristiansen,Norway,757539255,Stub
Eli Sollied Øveraas,Norway,757539258,Stub
Ellen Christine Christiansen,Norway,757539261,Start
Elsa Skarbøvik,Norway,757539263,Stub
Else Repål,Norway,757539266,Stub
Eva Lian,Norway,757539273,Stub
Fanny Schnelle,Norway,757539275,Stub
Gerd Kirste,Norway,757539279,Stub
Gerd Søraa,Norway,757539280,Stub
Gunn Karin Gjul,Norway,757539289,Stub
Gunn Olsen,Norway,757539294,Stub
Helene Falch Fladmark,Norway,757539298,Stub
Helga Haugen,Norway,757539299,Stub
Inger Lise Husøy,Norway,757539305,Start
Inger Pedersen,Norway,757539309,Stub
Inger-Lise Skarstein,Norway,757539312,Stub
Karen Sogn,Norway,757539321,Stub
Kari Økland,Norway,757539323,Stub
Karin Hafstad,Norway,757539342,Stub
Karin Lian,Norway,757539343,Stub
Kristin Kverneland Lønningdal,Norway,757539354,Stub
Lisbeth Holand,Norway,757539364,Stub
Margit Hansen-Krone,Norway,757539374,Stub
Marie Lovise Widnes,Norway,757539381,Start
Marit Løvvig,Norway,757539386,Stub
May Britt Vihovde,Norway,757539401,Stub
May-Helen Molvær Grimstad,Norway,757539402,Stub
Mimmi Bæivi,Norway,757539447,Stub
Oddbjørg Ausdal Starrfelt,Norway,757539453,Stub
Ragnhild Barland,Norway,757539466,Stub
Randi Karlstrøm,Norway,757539472,Stub
Ranja Hauglid,Norway,757539473,Stub
Rikke Lind,Norway,757539475,Start
Rita Tveiten,Norway,757539478,Stub
Signe Marie Stray Ryssdal,Norway,757539482,Start
Signe Øye,Norway,757539488,Stub
Sigrun Eng,Norway,757539489,Stub
Siri Frost Sterri,Norway,757539490,Stub
Sonja Irene Sjøli,Norway,757539497,Stub
Synnøve Konglevoll,Norway,757539500,Stub
Thea Knutzen,Norway,757539502,Stub
Turid Dørumsgaard Varsi,Norway,757539511,Stub
Unn Aarrestad,Norway,757539515,Stub
Ursula Evje,Norway,757539517,Stub
Wenche Lowzow,Norway,757539522,Stub
Wenche Lyngholm,Norway,757539524,Stub
Åse Gunhild Woie Duesund,Norway,757539527,Stub
Åse Wisløff Nilssen,Norway,757539528,Stub
Åshild Hauan,Norway,757539531,Stub
'Makabelo Mosothoane,Botswana,757539710,Start
Aase Bjerkholt,Norway,757539713,Stub
Agathe Fontain,Greenlandic,757539811,Stub
Aida Mbodj,Senegal,757539823,Start
Ana Pessoa Pinto,East Timorese,757539934,Stub
Anca Boagiu,Romania,757539950,C
Ane Hansen (politician),Greenlandic,757539958,Stub
Anel Townsend,Peru,757539961,Start
Ann David-Antoine,Grenada,757540016,Stub
Anne Petrea Vik,Norway,757540039,Stub
Arame Ndoye,Senegal,757540117,Stub
Aïssata Kane,Mauritania,757540189,C
Benedikte Kiær,Denmark,757540232,Stub
Betty Mould-Iddrisu,Ghana,757540278,Start
Brenda Hood,Grenada,757540314,Stub
Canan Öztoprak,Cyprus,757540340,Stub
Carina Christensen,Denmark,757540344,Stub
Caroline Chang,Ecuador,757540373,Stub
Caroline Faye Diop,Senegal,757540374,Stub
Cassey Eggelton,Cook Island,757540405,Stub
Cecilia Pérez,Chile,757540425,Stub
Chinwe Obaji,Nigeria,757540500,Start
Constance Simelane,Swaziland,757540600,C
Célestine Ouezzin Coulibaly,Burkina Faso,757540610,Start
Kontek Kamariah Ahmad,Malaysia,757542448,Start
Abdullah Pashe Taushani,Albania,757544660,Stub
Leon Piniński,Poland,757544958,Start
Fidel Suárez Cruz,Cuba,757551143,Stub
Fidelis Makka,Nigeria,757551494,Start
Rodrigo Afonso,Portugal,757557518,Stub
Lorenzo Acquarone,Italy,757560755,Stub
Giuseppe Fioroni,Italy,757560766,Stub
Federico Comandini,Italy,757560845,Stub
Tristano Codignola,Italy,757560852,Stub
Nicola Adamo,Italy,757560913,Stub
Giovanni Gallo,Italy,757560937,Stub
Ferruccio Ghinaglia,Italy,757560941,Start
Lucio Magri,Italy,757560956,Start
Concetto Marchesi,Italy,757560969,Stub
Vittorio Badini Confalonieri,Italy,757561087,Stub
Raffaele De Caro,Italy,757561091,Stub
Piero Aiello,Italy,757561292,Stub
Nicola Di Girolamo,Italy,757561304,Stub
Ugo Cappellacci,Italy,757561316,Stub
Maurizio Gasparri,Italy,757561327,Start
Lucio Malan,Italy,757561329,Stub
Francesco Nitto Palma,Italy,757561337,Stub
Ugo Intini,Italy,757561460,Stub
Luigi Preti,Italy,757561467,Stub
Italo Viglianesi,Italy,757561470,Stub
Giuseppe Lumia,Italy,757561560,Start
Krešimir Bubalo,Croatia,757561812,Stub
Elizabeth Azcona Bocock,Hondura,757561950,Start
Nicolae Carandino,Romania,757562007,Start
Sergiu Cunescu,Romania,757562009,Stub
Matei Boilă,Romania,757562047,Stub
Elizabeth Salguero,Bolivia,757562057,Start
Elsa Skjerven,Norway,757562073,Stub
Erenice Guerra,Brazil,757562117,Start
Esther Figueiredo Ferraz,Brazil,757562134,Start
Evadne de Silva,Sri Lanka,757562160,Stub
Fiame Naomi Mata'afa,Samoan,757562316,Start
Fidelia Njeze,Nigeria,757562345,Start
Hoshi Tōru,Japan,757562608,Start
Takashi Suzuki (politician),Japan,757562626,Stub
Gina Parody,Colombia,757562807,Start
Gloria Valerín Rodríguez,Costa Rica,757562899,Start
Glynis Roberts,Grenada,757562903,Start
Grace Kwiyucwiny,Uganda,757563021,Start
Gunhild Elise Øyangen,Norway,757563047,Stub
Haja Afsatu Kabba,Sierra Leone,757563083,Start
Hao Jianxiu,China,757563097,B
Helen Esuene,Nigeria,757563136,Start
Helle Degn,Denmark,757563145,Start
Henriette Kjær,Denmark,757563157,Start
Hilda Kari,Solomon Islands,757563166,Start
Ho Mei-yueh,Taiwan,757563196,Start
Huda al-Baan,Yemen,757563256,Stub
Kyokudōzan Kazuyasu,Japan,757563813,C
Takashi Sasagawa,Japan,757563824,Stub
Josefina Valencia Muñoz,Colombia,757564708,C
Ida Hämäläinen,Finland,757564804,Stub
Voitto Eloranta,Finland,757564808,Stub
Toivo Hjalmar Långström,Finland,757564813,Stub
Lauri Letonmäki,Finland,757564814,Stub
Kaisu-Mirjami Rydberg,Finland,757564821,Start
Juha T. Viitasaari,Finland,757564824,Stub
Mauri Ryömä,Finland,757564830,Stub
Taisto Sinisalo,Finland,757564837,Stub
Esa Hietanen,Finland,757564844,Stub
Ilmari Auer,Finland,757564949,Stub
Eva Heikinheimo,Finland,757564954,Stub
Taavetti Heimonen,Finland,757564955,Stub
Eemil Linna,Finland,757564965,Stub
Johannes Lundson,Finland,757564969,Stub
Kaarlo Vuokoski,Finland,757564981,Stub
Lauri Linna,Finland,757565138,Stub
Kalevi Remes,Finland,757565139,Stub
Olavi Tupamäki,Finland,757565143,Stub
José Álvarez de Toledo y Acuña,Spain,757565440,Stub
Manuel Bertrán de Lis y Ribes,Spain,757565442,Stub
"Leopoldo Augusto de Cueto, 1st Marquis of Valmar",Spain,757565444,Stub
Isidro de Alaix Fábregas,Spain,757565445,Start
Alejandro Llorente y Lannas,Spain,757565447,Stub
Ángel Calderón de la Barca y Belgrano,Spain,757565451,Stub
Luis Mayans y Enríquez de Navarra,Spain,757565465,Stub
Luis López de la Torre Ayllón y Kirsmacker,Spain,757565466,Stub
"Serafín María de Sotto, 3rd Count of Clonard",Spain,757565469,Stub
Karen Grønn-Hagen,Norway,757565534,Stub
Karita Bekkemellem,Norway,757565556,Start
Katrina Hanse-Himarwa,Namibia,757565608,Stub
Khouloud Daibes,Palestinian Territory,757565638,Start
Lina Olinda Pedraza Rodríguez,Cuba,757566023,Stub
Gladys Lundwe,Zambia,757566606,Stub
Marthe Richard,France,757587274,Start
Louise Pratt,Australia,757591901,C
"José Manuel da Silva, Baron of Tietê",Brazil,757596669,Stub
Jacques Vandenhaute,Belgium,757613353,Stub
Richard Fournaux,Belgium,757613356,Stub
Freddy Van Gaever,Belgium,757613465,Stub
Nele Jansegers,Belgium,757613468,Stub
Manuela George-Izunwa,Nigeria,757613940,C
Josly Piette,Belgium,757614032,Stub
Margaret Nasha,Botswana,757614053,C
Frieda Van Themsche,Belgium,757615112,C
Maria Mambo Café,Angola,757615213,Start
Mariana Garcés Córdoba,Colombia,757615236,Stub
Marianne Jelved,Denmark,757615256,Start
Marie-Elise Gbèdo,Benin,757615317,C
Marie-Rose Nizigiyimana,Burundi,757615341,Stub
Marlène Zebango,Burkina Faso,757615448,Stub
Mary Goretti Kitutu,Uganda,757615490,Start
Mary Synnøve Kvidal,Norway,757615503,Start
Maryam Mohammed Khalfan Al Roumi,United Arab Emirates,757615516,Start
María Elena Carballo,Costa Rica,757615563,Stub
María Ignacia Benítez,Chile,757615567,Stub
María Udaeta,Bolivia,757615574,Stub
Maureen Clarke,Costa Rica,757615594,Stub
Menissa Rambally,Saint Lucian,757615710,Start
Mona Muscă,Romania,757615861,C
Monica Mæland,Norway,757615871,Start
Mounia Meslem,Algeria,757615880,Stub
Nevena Karanović,Serbia,757616150,Start
Nidia Vílchez,Peru,757616195,Stub
Olivia Muchena,Zimbabwe,757616307,Start
Patricia Kaliati,Malawi,757616363,Start
Patricia Pérez Goldberg,Chile,757616369,Stub
Paulina Veloso,Chile,757616415,Start
Paurine Mpariwa,Zimbabwe,757616437,Stub
Pilar Buepoyo Boseka,Equatorial Guinea,757616514,Stub
Rakel Seweriin,Norway,757616736,Start
Romy Schmidt,Chile,757616834,Start
Rosa Elena Simeón Negrín,Cuba,757616842,Start
Rukiya Chekamondo,Uganda,757616921,Start
Ruqayyah Ahmed Rufa'i,Nigeria,757616922,Start
Safuneitu'uga Pa'aga Neri,Samoan,757616961,Stub
Salwa El-Deghali,Libya,757616983,Start
Sandra Midence,Hondura,757617005,Stub
Senimili Dyer,Fiji,757617194,Stub
Sezi Mbaguta,Uganda,757617202,Start
Sidibé Aminata Diallo,Mali,757617525,Stub
Silvia Hernández Enríquez,Mexico,757617593,Stub
Sithembiso Nyoni,Zimbabwe,757617613,Stub
Stephanie Mouwandji Itsopault,Gabon,757617979,Stub
Sulfina Barbu,Romania,757618012,Stub
Tekarei Russell,Kiribati,757618256,Stub
Thorhild Widvey,Norway,757618296,Start
Torild Skogsholm,Norway,757618348,Stub
Veena Bhatnagar,Fiji,757618445,Stub
Victoria Hammah,Ghana,757618465,Stub
Victoria Mata,Venezuela,757618468,Stub
Violeta Menjívar,Salvadoran,757618572,Start
Wahiba Fara’a,Yemen,757618582,Stub
Ximena Rincón,Chile,757618864,Stub
Yeda Crusius,Brazil,757618950,Stub
Émilienne Raoul,Congo,757619044,Start
Caroline Gennez,Belgium,757619767,Start
Christine Van Broeckhoven,Belgium,757619775,Start
Daphné Dumery,Belgium,757619784,Stub
Els Demol,Belgium,757619804,Stub
Erika Thijs,Belgium,757619807,Stub
Fientje Moerman,Belgium,757619819,Start
Freya Piryns,Belgium,757619821,Stub
Inge Faes,Belgium,757619832,Stub
Ingeborg De Meulemeester,Belgium,757619837,Stub
Liesbeth Homans,Belgium,757619872,Stub
Lieve Maes,Belgium,757619878,Stub
Linda Vissers,Belgium,757619879,Stub
Marie-Rose Morel,Belgium,757619893,Stub
Marleen Vanderpoorten,Belgium,757619903,Stub
Martine Taelman,Belgium,757619907,Stub
Maya Detiège,Belgium,757619948,Stub
Minneke De Ridder,Belgium,757619981,Stub
Miranda Van Eetvelde,Belgium,757619983,Stub
Myriam Vanlerberghe,Belgium,757619992,Stub
Nadia Sminate,Belgium,757619996,Stub
Reinilde Van Moer,Belgium,757620012,Stub
Sabine Laruelle,Belgium,757620014,Stub
Sabine Poleyn,Belgium,757620015,Stub
Sabine de Bethune,Belgium,757620025,Stub
Sarah Smeyers,Belgium,757620028,Stub
Sfia Bouarfa,Belgium,757620029,Stub
Ulla Werbrouck,Belgium,757620042,Start
Vera Celis,Belgium,757620046,Stub
Vera Dua,Belgium,757620050,Stub
Mariëtte Frijters-Klijnen,Netherlands,757620858,Stub
Tobias Reynaers,Netherlands,757620867,Stub
Gabriëlle Popken,Netherlands,757620869,Stub
Alexander Fiévez,Netherlands,757621052,Stub
Leo de Block,Netherlands,757621053,Stub
Jos Gielen,Netherlands,757621056,Stub
Ad Hermes,Netherlands,757621057,Stub
Harry van Doorn,Netherlands,757621061,Stub
Jan van den Brink,Netherlands,757621064,Stub
Piet Kerstens,Netherlands,757621067,Stub
Rinus Peijnenburg,Netherlands,757621070,Stub
Steef van Schaik,Netherlands,757621071,Stub
Frans Teulings,Netherlands,757621073,Stub
Pieter Godfried Maria van Meeuwen,Netherlands,757621078,Start
Frans Wijffels,Netherlands,757621079,Stub
Piet Engels,Netherlands,757621083,Stub
Dick de Zeeuw,Netherlands,757621085,Stub
Carel Goseling,Netherlands,757621369,Stub
Herman Heinsbroek,Netherlands,757621615,Start
Harm Wiersma,Netherlands,757621619,Start
Harry Wijnschenk,Netherlands,757621620,Stub
Henk Beernink,Netherlands,757621785,Stub
Hendrik Jan van Duren,Netherlands,757621786,Stub
Hendrik van Boeijen,Netherlands,757621788,Stub
Karel Antonie Godin de Beaufort,Netherlands,757621790,Stub
Hendrik Mulderije,Netherlands,757621798,Stub
Wim Schokking,Netherlands,757621801,Stub
Jan de Pous,Netherlands,757621803,Stub
Hendrik Tilanus,Netherlands,757621808,Stub
Joop Haex,Netherlands,757621813,Stub
Willem Lodewijk de Vos van Steenwijk,Netherlands,757621814,Stub
Hendrik Koekoek,Netherlands,757621818,Start
W. Kulabindu Singh,India,757634461,Stub
Arcangelo Sannicandro,Italy,757634476,Stub
Angelo Buizza,Italy,757634596,Stub
Vincenzino Culicchia,Italy,757634600,Stub
Francesco Parisi (politician),Italy,757634609,Stub
Gualtiero Driussi,Italy,757634611,Stub
Fernando Di Laura Frattura,Italy,757634620,Stub
Carlo Alberto Tesserin,Italy,757634637,Stub
Attilio Piccioni,Italy,757634638,Stub
Gino Mattarelli,Italy,757634643,Stub
Franco Restivo,Italy,757634644,Stub
Giuseppe Medici,Italy,757634651,Stub
Cesare Merzagora,Italy,757634653,Stub
Francesco Carmelo Salerno,Italy,757634664,Stub
Paolo Micolini,Italy,757634684,Stub
Attilio Ruffini,Italy,757634690,Stub
"Russell G. Lloyd, Sr.",United States,757645912,Start
Moses Wetangula,Kenya,757656174,C
Giustina Destro,Italy,757665359,Start
Gonny van Oudenallen,Netherlands,757665367,Start
Philomena Bijlhout,Netherlands,757665462,Stub
Renata Polverini,Italy,757665464,Start
Winny de Jong,Netherlands,757665494,Start
Augusta Laine,Finland,757665649,Stub
Aune Mänttäri,Finland,757665656,Stub
Marie-Christine Marghem,Belgium,757665692,Start
Marta Vincenzi,Italy,757665709,Start
Sophie Wilmès,Belgium,757665751,Start
Ali Tarab Ali,Tanzania,757666866,Stub
Alexander Paterson (Australian politician),Australia,757667450,Start
Cornelius Ahern,Australia,757669038,Stub
Edward Archer (politician),Australia,757669448,Stub
John Siddons,Australia,757675131,Start
Maurice Blackburn,Australia,757676647,C
Michael Townley (Australian politician),Australia,757676845,Stub
Neal Blewett,Australia,757677110,C
Neil Brown (Australian politician),Australia,757677184,Start
Oliver Uppill,Australia,757677428,Stub
Richard Edwards (Australian politician),Australia,757677954,Start
Robert Sayers,Australia,757678308,Stub
Samuel Dennis,Australia,757678732,Stub
Staniforth Smith,Australia,757678810,Start
Tom McVeigh,Australia,757679249,Stub
William Hartnoll,Australia,757679718,Start
William Watson (Australian politician),Australia,757680087,Stub
Alexander Sligo,New Zealand,757681127,Stub
Alfred William East,New Zealand,757681167,Stub
Andrew Agnew Stuart Menteath,New Zealand,757681173,Stub
Andrew Graham (politician),New Zealand,757681175,Stub
Andrew Loughrey,New Zealand,757681177,Start
Arthur Beauchamp,New Zealand,757681257,Stub
Arthur Robert Oliver,New Zealand,757681307,Stub
Augustus White,New Zealand,757681320,Stub
Cecil de Lautour,New Zealand,757681351,Stub
Charles Albert Creery Hardy,New Zealand,757681408,Stub
Charles Christie Graham,New Zealand,757681441,Stub
Charles Hunter Brown,New Zealand,757681458,Stub
Charles Woolcock,New Zealand,757681521,Stub
Crawford Anderson,New Zealand,757681530,Stub
Cuthbert Cowan,New Zealand,757681533,Stub
Daniel Reese (politician),New Zealand,757681536,Stub
Donald Reid (politician born 1850),New Zealand,757681593,Start
Edward Graham McMinn,New Zealand,757681650,Stub
Edward Pearce (politician),New Zealand,757681675,Stub
Edward Shaw (politician),New Zealand,757681679,Stub
Eparaima Te Mutu Kapa,New Zealand,757681702,Start
Felix McGuire,New Zealand,757681716,Stub
Francis Henry Smith,New Zealand,757681732,Stub
Francis Humphris Fraser,New Zealand,757681740,Start
